id,word,weight
2604,ponen,36.54
2605,debo,36.53
2606,procedimientos,36.53
2607,gritos,36.48
2608,círculo,36.47
2609,norteamericanos,36.47
2610,rojas,36.45
2611,dirigido,36.45
2612,delitos,36.44
2613,avenida,36.35
2614,alonso,36.34
2615,obtuvo,36.33
2616,matar,36.28
2617,cortes,36.26
2618,grados,36.23
2619,previamente,36.18
2620,publicación,36.18
2621,aprendizaje,36.16
2622,motor,36.15
2623,crítico,36.14
2624,señores,36.13
2625,muchacha,36.1
2626,rumbo,36.09
2627,trato,36.06
2628,arquitectura,36.05
2629,querer,36.04
2630,encargado,36.03
2631,pensé,36.02
2632,distrito,36.01
2633,rápida,36.01
2634,ay,35.99
2635,campeonato,35.99
2636,gabriel,35.91
2637,maestros,35.91
2638,reformas,35.9
2639,explotación,35.88
2640,católica,35.84
2641,contenidos,35.84
2642,sustancias,35.84
2643,regresar,35.77
2644,formado,35.76
2645,creía,35.76
2646,juzgado,35.75
2647,bolivia,35.69
2648,famoso,35.69
2649,avance,35.69
2650,particulares,35.69
2651,usa,35.67
2652,cerrar,35.65
2653,aprobación,35.64
2654,llamadas,35.64
2655,termina,35.63
2656,borde,35.63
2657,fenómenos,35.59
2658,of,35.59
2659,metro,35.58
2660,corrientes,35.57
2661,dedicado,35.54
2662,zaragoza,35.54
2663,creen,35.53
2664,continente,35.52
2665,ventajas,35.52
2666,clásico,35.51
2667,orquesta,35.5
2668,oye,35.5
2669,analizar,35.5
2670,ernesto,35.47
2671,cuentan,35.46
2672,diarios,35.46
2673,dueño,35.41
2674,actitudes,35.38
2675,bajar,35.37
2676,telefónica,35.37
2677,rusia,35.36
2678,coalición,35.35
2679,gustaría,35.32
2680,cerrado,35.29
2681,descubierto,35.27
2682,urbano,35.26
2683,atentado,35.21
2684,deportivo,35.21
2685,viendo,35.21
2686,órgano,35.19
2687,asociaciones,35.16
2688,instalación,35.14
2689,hombros,35.13
2690,introducción,35.12
2691,demostrado,35.1
2692,determinados,35.09
2693,mostrar,35.08
2694,atmósfera,35.07
2695,gentes,35.06
2696,moreno,35.04
2697,sabido,35.04
2698,diga,35.02
2699,vender,35.02
2700,dejaba,35.01
2701,polémica,34.99
2702,guillermo,34.98
2703,vacaciones,34.95
2704,vidas,34.94
2705,mediados,34.93
2706,subir,34.93
2707,iniciar,34.92
2708,droga,34.89
2709,iv,34.87
2710,asegurar,34.86
2711,entusiasmo,34.85
2712,prestigio,34.85
2713,centrales,34.84
2714,edificios,34.84
2715,contestó,34.82
2716,extraña,34.82
2717,signos,34.81
2718,cristo,34.81
2719,permitir,34.81
2720,sensibilidad,34.77
2721,lógico,34.76
2722,terminado,34.75
2723,bar,34.74
2724,comenzaron,34.72
2725,ciudadano,34.71
2726,actuaciones,34.69
2727,particularmente,34.64
2728,especialistas,34.64
2729,canciones,34.6
2730,golpes,34.59
2731,pertenece,34.59
2732,legislación,34.58
2733,delegación,34.56
2734,anoche,34.54
2735,dignidad,34.53
2736,armada,34.51
2737,unidas,34.47
2738,citado,34.45
2739,conveniente,34.45
2740,empresario,34.45
2741,llaman,34.43
2742,presos,34.42
2743,expansión,34.39
2744,radical,34.39
2745,advirtió,34.36
2746,tomando,34.36
2747,comenzar,34.36
2748,conforme,34.34
2749,detenidos,34.34
2750,deseos,34.3
2751,impulso,34.26
2752,dispone,34.26
2753,necesarias,34.23
2754,esquina,34.22
2755,productores,34.21
2756,ponerse,34.2
2757,destaca,34.19
2758,mantuvo,34.18
2759,cola,34.15
2760,tuviera,34.15
2761,inmediata,34.12
2762,mexicanos,34.12
2763,socios,34.12
2764,bajas,34.11
2765,informes,34.11
2766,romero,34.11
2767,jefes,34.1
2768,argumento,34.09
2769,cultivo,34.09
2770,vivía,34.08
2771,opiniones,34.07
2772,reloj,34.07
2773,in,34.07
2774,habido,34.05
2775,riesgos,34.01
2776,meta,34.0
2777,gonzalo,34.0
2778,laboratorio,33.98
2779,comunicaciones,33.97
2780,medias,33.93
2781,elena,33.92
2782,escolar,33.92
2783,danza,33.9
2784,terrible,33.9
2785,notas,33.89
2786,entero,33.88
2787,suave,33.87
2788,alejandro,33.86
2789,activa,33.82
2790,dirigida,33.81
2791,eje,33.8
2792,variedad,33.8
2793,fácilmente,33.79
2794,canción,33.78
2795,cantidades,33.78
2796,orientación,33.71
2797,fotos,33.69
2798,definir,33.67
2799,masas,33.65
2800,tabaco,33.65
2801,aventura,33.62
2802,próximas,33.61
2803,pude,33.61
2804,llegaba,33.6
2805,conocidos,33.6
2806,raíces,33.57
2807,gravedad,33.56
2808,blancos,33.55
2809,gabinete,33.51
2810,alfredo,33.5
2811,municipio,33.42
2812,arroz,33.41
2813,potencial,33.41
2814,islas,33.4
2815,goles,33.39
2816,oportunidades,33.38
2817,estuvieron,33.36
2818,caballero,33.32
2819,colocar,33.32
2820,comentarios,33.32
2821,profundidad,33.32
2822,comprensión,33.31
2823,panorama,33.3
2824,otan,33.29
2825,revolucionario,33.29
2826,síntesis,33.29
2827,seno,33.28
2828,anda,33.27
2829,dependencia,33.27
2830,primavera,33.27
2831,aumenta,33.23
2832,manifiesta,33.23
2833,fruto,33.22
2834,brillante,33.18
2835,sindicato,33.18
2836,fechas,33.16
2837,torre,33.16
2838,oscuridad,33.15
2839,anuncio,33.14
2840,intelectuales,33.13
2841,ampliación,33.12
2842,conservación,33.08
2843,inicia,33.07
2844,alcanzó,33.06
2845,teniente,33.06
2846,demuestra,33.04
2847,salas,33.03
2848,vital,33.02
2849,pudieron,32.99
2850,carreras,32.98
2851,sabor,32.97
2852,combate,32.95
2853,efectivamente,32.95
2854,lágrimas,32.93
2855,disminución,32.91
2856,plantea,32.91
2857,provincial,32.9
2858,miraba,32.86
2859,caracas,32.85
2860,situado,32.85
2861,caballos,32.82
2862,proteínas,32.82
2863,biblioteca,32.81
2864,recientes,32.81
2865,afuera,32.8
2866,jiménez,32.78
2867,tasas,32.78
2868,levanta,32.76
2869,cuarta,32.74
2870,taza,32.74
2871,conclusiones,32.69
2872,necesitan,32.68
2873,negativa,32.68
2874,dieta,32.68
2875,alcanzado,32.67
2876,andar,32.65
2877,destacó,32.64
2878,pilar,32.64
2879,flor,32.63
2880,suficientes,32.63
2881,existentes,32.62
2882,utilizan,32.61
2883,ceremonia,32.59
2884,ése,32.59
2885,abogados,32.58
2886,mantienen,32.57
2887,castellano,32.54
2888,vivido,32.54
2889,representan,32.53
2890,cámaras,32.5
2891,aparecer,32.47
2892,dioses,32.46
2893,programación,32.46
2894,bogotá,32.41
2895,médica,32.4
2896,opciones,32.39
2897,permiso,32.38
2898,verdes,32.38
2899,mensajes,32.36
2900,participantes,32.35
2901,sacó,32.34
2902,profesión,32.33
2903,senador,32.32
2904,alvarez,32.3
2905,convocatoria,32.29
2906,largas,32.28
2907,afirmar,32.28
2908,arma,32.24
2909,americano,32.21
2910,provincias,32.19
2911,cuantos,32.15
2912,proporción,32.15
2913,rival,32.15
2914,angustia,32.15
2915,escasa,32.15
2916,largos,32.14
2917,granada,32.13
2918,destrucción,32.11
2919,europeas,32.11
2920,podríamos,32.11
2921,celebración,32.1
2922,traje,32.1
2923,parecían,32.08
2924,jurídico,32.07
2925,techo,32.07
2926,elevado,32.05
2927,financiera,32.04
2928,jean,32.01
2929,utilizando,32.01
2930,cubrir,32.0
2931,descanso,32.0
2932,percepción,32.0
2933,iu,31.96
2934,bosque,31.96
2935,continuidad,31.94
2936,británico,31.94
2937,financiación,31.94
2938,bienestar,31.92
2939,afectados,31.91
2940,consejero,31.9
2941,dé,31.88
2942,diría,31.87
2943,descubrimiento,31.86
2944,escándalo,31.86
2945,estancia,31.85
2946,seguros,31.84
2947,argumentos,31.83
2948,espero,31.81
2949,deportes,31.81
2950,informa,31.79
2951,preparado,31.79
2952,negó,31.78
2953,añadir,31.77
2954,corona,31.77
2955,cabezas,31.77
2956,cadáver,31.77
2957,iguales,31.76
2958,pendiente,31.74
2959,relacionados,31.74
2960,abuelo,31.73
2961,decirle,31.73
2962,normalmente,31.73
2963,oficinas,31.73
2964,revisión,31.71
2965,frecuentes,31.67
2966,institucional,31.67
2967,cae,31.67
2968,previa,31.66
2969,ricos,31.66
2970,símbolo,31.65
2971,sostiene,31.64
2972,capa,31.63
2973,temporal,31.62
2974,vigilancia,31.62
2975,mínima,31.62
2976,columna,31.61
2977,ves,31.61
2978,ofrecen,31.6
2979,acababa,31.6
2980,determinada,31.6
2981,ciu,31.58
2982,salsa,31.58
2983,ruta,31.56
2984,cursos,31.54
2985,huesos,31.53
2986,permitido,31.53
2987,difíciles,31.52
2988,amiga,31.52
2989,observación,31.5
2990,escritores,31.5
2991,asumir,31.47
2992,sufrido,31.47
2993,setenta,31.46
2994,dejaron,31.45
2995,guía,31.45
2996,haría,31.43
2997,nervioso,31.42
2998,vivos,31.41
2999,dimensiones,31.4
3000,atender,31.39
3001,contratos,31.39
3002,fidel,31.39
3003,bandera,31.38
3004,quedarse,31.36
3005,regular,31.35
3006,india,31.33
3007,presupuestos,31.32
3008,rendimiento,31.32
3009,igualdad,31.31
3010,tocar,31.3
3011,jurídica,31.29
3012,confusión,31.29
3013,sufrir,31.29
3014,descripción,31.28
3015,ilusión,31.27
3016,bajos,31.27
3017,actriz,31.25
3018,perfil,31.23
3019,malos,31.22
3020,consideró,31.2
3021,posiblemente,31.18
3022,tiro,31.16
3023,colonia,31.14
3024,premios,31.14
3025,espectadores,31.13
3026,banesto,31.1
3027,dedo,31.1
3028,determinadas,31.1
3029,humo,31.1
3030,sujetos,31.08
3031,oeste,31.06
3032,espaldas,31.04
3033,gira,31.03
3034,hoja,31.03
3035,integrantes,31.03
3036,rural,31.01
3037,nariz,30.99
3038,esencia,30.99
3039,cura,30.98
3040,reducido,30.98
3041,perfecto,30.95
3042,intentó,30.93
3043,gustavo,30.93
3044,básicos,30.91
3045,enemigos,30.9
3046,muestras,30.89
3047,insistió,30.89
3048,letra,30.86
3049,pescado,30.85
3050,automóvil,30.84
3051,testigos,30.84
3052,toneladas,30.84
3053,fama,30.84
3054,impedir,30.83
3055,eliminar,30.82
3056,facilidad,30.78
3057,templo,30.77
3058,reservas,30.76
3059,iglesias,30.75
3060,privadas,30.75
3061,logra,30.74
3062,necesariamente,30.73
3063,ofreció,30.73
3064,ue,30.72
3065,electorales,30.72
3066,existir,30.72
3067,ópera,30.68
3068,emoción,30.67
3069,testigo,30.67
3070,maneras,30.66
3071,dato,30.63
3072,ácido,30.63
3073,banca,30.61
3074,formal,30.61
3075,canto,30.6
3076,identificación,30.6
3077,directiva,30.59
3078,relativamente,30.58
3079,preparar,30.55
3080,blancas,30.54
3081,destacar,30.54
3082,julián,30.54
3083,núcleo,30.53
3084,frases,30.49
3085,hiciera,30.49
3086,sencillo,30.49
3087,colectiva,30.48
3088,femenino,30.48
3089,cristal,30.47
3090,seco,30.47
3091,débil,30.46
3092,cebolla,30.46
3093,federico,30.45
3094,consigue,30.44
3095,religiosa,30.44
3096,pérdidas,30.43
3097,realizan,30.42
3098,plato,30.42
3099,curiosidad,30.4
3100,instancia,30.4
3101,monte,30.39
3102,ética,30.38
3103,química,30.36
3104,hablado,30.36
3105,permita,30.34
3106,merece,30.33
3107,salen,30.32
3108,pujol,30.29
3109,cientos,30.27
3110,desarrollado,30.23
3111,dr,30.23
3112,daños,30.22
3113,romper,30.21
3114,alternativas,30.2
3115,mediodía,30.2
3116,externa,30.16
3117,galería,30.16
3118,fotografías,30.15
3119,hablan,30.15
3120,legales,30.15
3121,desarrolla,30.14
3122,habíamos,30.14
3123,salto,30.14
3124,art,30.13
3125,gutiérrez,30.13
3126,portugal,30.13
3127,moscú,30.12
3128,perros,30.12
3129,plazas,30.12
3130,responsabilidades,30.12
3131,gil,30.09
3132,ataques,30.08
3133,positiva,30.04
3134,tranquilo,30.02
3135,toca,30.01
3136,costumbres,29.99
3137,adultos,29.98
3138,aparentemente,29.95
3139,obispo,29.95
3140,acusado,29.94
3141,incluyendo,29.94
3142,odio,29.94
3143,contactos,29.91
3144,bomba,29.9
3145,reacciones,29.89
3146,vueltas,29.88
3147,estábamos,29.87
3148,desaparición,29.84
3149,rincón,29.83
3150,gris,29.81
3151,hacemos,29.81
3152,mercedes,29.8
3153,intercambio,29.79
3154,créditos,29.77
3155,característica,29.77
3156,heridos,29.77
3157,comunistas,29.76
3158,deberían,29.75
3159,dirigió,29.75
3160,sentirse,29.73
3161,harina,29.69
3162,dinámica,29.68
3163,garantizar,29.68
3164,tarjeta,29.68
3165,consenso,29.68
3166,financieros,29.68
3167,llamados,29.68
3168,consiguiente,29.65
3169,secretos,29.64
3170,debían,29.64
3171,dispuestos,29.64
3172,pensado,29.64
3173,surge,29.63
3174,pepe,29.61
3175,existía,29.6
3176,espectador,29.6
3177,precisa,29.6
3178,jurado,29.59
3179,agencias,29.58
3180,convencido,29.56
3181,fiscales,29.54
3182,córdoba,29.54
3183,oreja,29.53
3184,alemana,29.52
3185,chicos,29.51
3186,ochenta,29.51
3187,botella,29.49
3188,femenina,29.48
3189,examen,29.47
3190,ambiental,29.45
3191,pri,29.45
3192,pasaron,29.45
3193,contaba,29.43
3194,barrios,29.41
3195,llevaron,29.41
3196,policial,29.39
3197,invitados,29.37
3198,entrenador,29.35
3199,risa,29.35
3200,circunstancia,29.32
3201,tendencias,29.31
3202,etapas,29.31
3203,roca,29.26
3204,comparación,29.26
3205,provoca,29.26
3206,vieron,29.26
3207,muñoz,29.2
3208,autónoma,29.18
3209,prevención,29.18
3210,dama,29.17
3211,líquido,29.16
3212,estarán,29.14
3213,xviii,29.14
3214,decidir,29.13
3215,tribunales,29.11
3216,calma,29.08
3217,suficientemente,29.03
3218,comentario,29.02
3219,tv,29.01
3220,garantía,29.0
3221,protagonistas,29.0
3222,mandato,28.99
3223,temprano,28.99
3224,artística,28.99
3225,obreros,28.99
3226,quinto,28.97
3227,imprescindible,28.95
3228,retrato,28.95
3229,cero,28.95
3230,ésa,28.93
3231,desaparecido,28.92
3232,soviética,28.91
3233,temperaturas,28.89
3234,baile,28.87
3235,curioso,28.87
3236,fronteras,28.87
3237,ensayo,28.85
3238,desconocido,28.83
3239,dichos,28.82
3240,queso,28.82
3241,vecino,28.81
3242,empresarial,28.8
3243,mueve,28.8
3244,sanidad,28.8
3245,medicamentos,28.79
3246,organizado,28.78
3247,izquierdo,28.77
3248,conozco,28.76
3249,lujo,28.74
3250,terroristas,28.74
3251,euros,28.74
3252,americana,28.73
3253,ayudas,28.73
3254,coste,28.73
3255,rosario,28.73
3256,ap,28.7
3257,enseguida,28.7
3258,lectores,28.7
3259,emergencia,28.69
3260,clásica,28.67
3261,reglamento,28.67
3262,dará,28.67
3263,sindical,28.65
3264,raro,28.65
3265,alimento,28.63
3266,poblaciones,28.62
3267,ronda,28.62
3268,horizonte,28.61
3269,trastornos,28.61
3270,kilos,28.6
3271,necesitaba,28.59
3272,obliga,28.59
3273,nuclear,28.58
3274,rigor,28.58
3275,correo,28.56
3276,estética,28.55
3277,zapatos,28.55
3278,ponía,28.53
3279,intensa,28.53
3280,bloque,28.5
3281,sombras,28.5
3282,transmisión,28.5
3283,consigo,28.48
3284,misterio,28.48
3285,gustaba,28.47
3286,cerró,28.46
3287,inútil,28.44
3288,palma,28.44
3289,turno,28.44
3290,aviones,28.43
3291,uruguay,28.43
3292,expectativas,28.42
3293,comisiones,28.39
3294,imaginar,28.38
3295,grito,28.36
3296,idioma,28.34
3297,obtenido,28.34
3298,realizadas,28.34
3299,privados,28.31
3300,antecedentes,28.29
3301,cumple,28.28
3302,provocar,28.24
3303,nicolás,28.23
3304,síndrome,28.22
3305,llorar,28.21
3306,mariano,28.21
3307,lorenzo,28.2
3308,deber,28.19
3309,ramas,28.18
3310,planificación,28.17
3311,revistas,28.17
3312,tienda,28.17
3313,embajada,28.15
3314,lento,28.14
3315,recoge,28.13
3316,separación,28.12
3317,resumen,28.1
3318,beber,28.08
3319,coches,28.08
3320,actúa,28.07
3321,terrenos,28.04
3322,sentí,28.02
3323,canales,28.01
3324,caminar,27.98
3325,firmado,27.98
3326,salía,27.97
3327,verdaderamente,27.97
3328,coordinación,27.96
3329,cantante,27.93
3330,contigo,27.9
3331,precisión,27.9
3332,caído,27.89
3333,cercano,27.87
3334,huevo,27.87
3335,multitud,27.85
3336,exigencias,27.81
3337,sufrió,27.81
3338,corre,27.79
3339,sucedido,27.79
3340,testimonio,27.79
3341,apariencia,27.78
3342,juega,27.78
3343,estima,27.77
3344,onu,27.77
3345,infraestructura,27.76
3346,posesión,27.76
3347,trató,27.76
3348,orgullo,27.75
3349,previo,27.74
3350,vigor,27.74
3351,conocen,27.72
3352,informaciones,27.72
3353,madres,27.72
3354,redes,27.72
3355,contaminación,27.72
3356,adquirir,27.7
3357,sirven,27.7
3358,venga,27.66
3359,favorable,27.62
3360,primaria,27.62
3361,salinas,27.61
3362,renuncia,27.6
3363,accidentes,27.58
3364,tránsito,27.58
3365,heridas,27.57
3366,comprende,27.56
3367,cliente,27.55
3368,confirmó,27.55
3369,individuales,27.55
3370,acá,27.54
3371,ordenó,27.51
3372,solicitud,27.51
3373,tragedia,27.51
3374,levantar,27.49
3375,comando,27.48
3376,oriental,27.47
3377,procedentes,27.46
3378,detuvo,27.45
3379,hagan,27.45
3380,trayectoria,27.44
3381,socialismo,27.43
3382,religioso,27.43
3383,bella,27.39
3384,emisión,27.39
3385,humanas,27.39
3386,presiones,27.39
3387,emperador,27.37
3388,encuentros,27.37
3389,facilitar,27.37
3390,irse,27.37
3391,terror,27.37
3392,señales,27.37
3393,tecnologías,27.36
3394,documentación,27.34
3395,espiritual,27.34
3396,visitar,27.33
3397,agrega,27.32
3398,presidentes,27.32
3399,encontrarse,27.32
3400,acceder,27.31
3401,saca,27.26
3402,entiendo,27.25
3403,olvidado,27.25
3404,profundamente,27.24
3405,condena,27.24
3406,daban,27.24
3407,respaldo,27.24
3408,pnv,27.21
3409,sufre,27.18
3410,tristeza,27.18
3411,regionales,27.18
3412,existente,27.15
3413,pudieran,27.12
3414,orgánica,27.09
3415,arco,27.08
3416,cambia,27.08
3417,castigo,27.07
3418,valladolid,27.07
3419,ruptura,27.07
3420,amante,27.05
3421,directores,27.05
3422,tejido,27.05
3423,disposiciones,27.03
3424,montañas,27.03
3425,publicó,27.03
3426,intenso,27.02
3427,taller,27.01
3428,et,27.01
3429,km,27.01
3430,balance,26.99
3431,frutas,26.98
3432,tel,26.98
3433,exportaciones,26.97
3434,ramírez,26.96
3435,restaurante,26.95
3436,demandas,26.94
3437,funciona,26.94
3438,habrían,26.94
3439,trabajan,26.92
3440,cubana,26.92
3441,municipios,26.91
3442,luisa,26.9
3443,suponer,26.86
3444,lesiones,26.85
3445,refleja,26.84
3446,finalidad,26.82
3447,urgencia,26.82
3448,adolfo,26.82
3449,alemanes,26.81
3450,negativo,26.81
3451,independientes,26.79
3452,renovación,26.79
3453,regla,26.76
3454,incluido,26.75
3455,alteraciones,26.73
3456,ideología,26.73
3457,repente,26.72
3458,modificaciones,26.71
3459,incidencia,26.71
3460,encontraron,26.7
3461,muchachos,26.69
3462,materias,26.68
3463,enormes,26.67
3464,escritura,26.67
3465,fábrica,26.66
3466,uniforme,26.65
3467,variables,26.6
3468,crónica,26.59
3469,ventanas,26.58
3470,guerrilla,26.56
3471,mentira,26.56
3472,tranquilidad,26.56
3473,camisa,26.56
3474,recoger,26.55
3475,auténtico,26.54
3476,fiel,26.54
3477,max,26.54
3478,sustancia,26.54
3479,permitirá,26.53
3480,catalana,26.52
3481,instrucciones,26.51
3482,decían,26.5
3483,claras,26.5
3484,mendoza,26.5
3485,salarios,26.5
3486,conquista,26.49
3487,candidatura,26.48
3488,embarazo,26.48
3489,vergüenza,26.47
3490,incorporación,26.46
3491,limpieza,26.45
3492,cristina,26.44
3493,terrorista,26.44
3494,resultaba,26.42
3495,corresponsal,26.42
3496,ingeniero,26.42
3497,poema,26.42
3498,mancha,26.41
3499,adaptación,26.4
3500,ansiedad,26.39
3501,sostuvo,26.39
3502,limón,26.38
3503,luchar,26.37
3504,permanecer,26.37
3505,dólar,26.36
3506,quinta,26.35
3507,escalera,26.34
3508,humedad,26.33
3509,canadá,26.33
3510,consejos,26.31
3511,maíz,26.31
3512,occidente,26.3
3513,patrón,26.29
3514,rodrigo,26.29
3515,sexuales,26.29
3516,hugo,26.26
3517,detención,26.25
3518,acercó,26.24
3519,infección,26.24
3520,aceptación,26.21
3521,avances,26.2
3522,gerente,26.2
3523,personalmente,26.2
3524,combinación,26.19
3525,entera,26.17
3526,hombro,26.17
3527,estatuto,26.16
3528,asiento,26.15
3529,crees,26.14
3530,empezaron,26.14
3531,robert,26.12
3532,cumplido,26.12
3533,renta,26.12
3534,santander,26.11
3535,misa,26.1
3536,pelota,26.1
3537,rodillas,26.1
3538,prima,26.1
3539,delgado,26.08
3540,generaciones,26.08
3541,sentidos,26.08
3542,prisa,26.08
3543,teorías,26.07
3544,trae,26.07
3545,cajas,26.06
3546,cariño,26.06
3547,competencias,26.06
3548,desgracia,26.06
3549,ejemplares,26.06
3550,aprobado,26.04
3551,específico,26.04
3552,advierte,26.03
3553,lee,26.01
3554,frutos,26.0
3555,peligroso,26.0
3556,caribe,25.99
3557,concluyó,25.98
3558,veremos,25.98
3559,domicilio,25.97
3560,escucha,25.95
3561,ugt,25.95
3562,novia,25.93
3563,caras,25.92
3564,reflejo,25.92
3565,diversidad,25.91
3566,sienta,25.91
3567,ligeramente,25.91
3568,paco,25.91
3569,suspensión,25.89
3570,proyección,25.87
3571,tiende,25.87
3572,verlo,25.87
3573,cometido,25.86
3574,impide,25.86
3575,consumidores,25.85
3576,esperan,25.85
3577,básica,25.85
3578,nieve,25.84
3579,asistir,25.83
3580,llegue,25.83
3581,agustín,25.82
3582,narcotráfico,25.82
3583,paquete,25.81
3584,atlético,25.81
3585,vocación,25.81
3586,conduce,25.79
3587,intenciones,25.79
3588,soldado,25.79
3589,defensor,25.77
3590,planos,25.77
3591,hacerle,25.75
3592,lados,25.74
3593,literaria,25.72
3594,argentinos,25.72
3595,amparo,25.7
3596,inteligente,25.69
3597,afirmación,25.68
3598,catedral,25.68
3599,guerrero,25.67
3600,viajar,25.67
3601,definitivo,25.66
3602,gato,25.66
3603,cm,25.66
3604,repetir,25.66
3605,salvar,25.66
3606,gestos,25.65
3607,inevitable,25.65
3608,empleado,25.64
3609,coro,25.63
3610,asturias,25.61
3611,rubio,25.61
3612,suprema,25.6
3613,descubrió,25.6
3614,echar,25.59
3615,integral,25.59
3616,quede,25.58
3617,aprovechar,25.57
3618,cubierta,25.57
3619,acudir,25.57
3620,archivo,25.57
3621,define,25.57
3622,corresponden,25.55
3623,encontraban,25.55
3624,inmensa,25.55
3625,mapa,25.55
3626,sergio,25.55
3627,hilo,25.53
3628,navarro,25.53
3629,ciertamente,25.52
3630,explicaciones,25.52
3631,bolsillo,25.51
3632,críticos,25.51
3633,ocupar,25.51
3634,activo,25.5
3635,buscan,25.5
3636,volvía,25.5
3637,convivencia,25.49
3638,realizados,25.49
3639,suiza,25.49
3640,and,25.48
3641,continuó,25.48
3642,península,25.48
3643,urbana,25.48
3644,oh,25.45
3645,olvido,25.45
3646,ejercer,25.43
3647,tela,25.42
3648,pasajeros,25.4
3649,auténtica,25.4
3650,caza,25.39
3651,navarra,25.39
3652,socio,25.37
3653,escrita,25.36
3654,querían,25.35
3655,piano,25.34
3656,florida,25.34
3657,obligaciones,25.32
3658,enfrentamiento,25.32
3659,talento,25.32
3660,desierto,25.31
3661,pierna,25.31
3662,adentro,25.29
3663,comienzos,25.29
3664,vientos,25.29
3665,comisario,25.28
3666,alza,25.24
3667,honduras,25.24
3668,bosques,25.23
3669,cristiana,25.22
3670,propuso,25.22
3671,otoño,25.22
3672,leído,25.21
3673,posteriores,25.21
3674,doctrina,25.2
3675,sucesos,25.2
3676,visitas,25.2
3677,expresar,25.19
3678,prado,25.19
3679,fija,25.19
3680,abiertos,25.18
3681,cadenas,25.18
3682,hermosa,25.18
3683,jornadas,25.18
3684,intentos,25.17
3685,relativa,25.17
3686,artístico,25.17
3687,poniendo,25.17
3688,extremos,25.15
3689,provocó,25.15
3690,concesión,25.13
3691,teníamos,25.13
3692,halla,25.11
3693,juvenil,25.11
3694,sucedió,25.1
3695,espacial,25.09
3696,agrícola,25.07
3697,destinado,25.07
3698,mantenido,25.07
3699,explosión,25.06
3700,ajo,25.04
3701,jordi,25.04
3702,sirvió,25.04
3703,parlamentario,25.03
3704,diablo,25.03
3705,grasa,25.01
3706,incluyen,25.01
3707,poseen,25.01
3708,xvi,24.98
3709,compuesto,24.97
3710,determinación,24.97
3711,viejas,24.97
3712,conoció,24.95
3713,parlamentarios,24.94
3714,señalado,24.94
3715,menem,24.93
3716,salieron,24.93
3717,generalitat,24.92
3718,parar,24.92
3719,raza,24.91
3720,requisitos,24.91
3721,vigente,24.91
3722,compromisos,24.9
3723,efectivo,24.9
3724,utilidad,24.9
3725,dichas,24.89
3726,poemas,24.89
3727,amenazas,24.88
3728,negociar,24.88
3729,singular,24.88
3730,valoración,24.88
3731,italiana,24.86
3732,laborales,24.86
3733,aficionados,24.84
3734,lago,24.84
3735,marcas,24.83
3736,cubanos,24.82
3737,regulación,24.82
3738,apoyar,24.81
3739,ordenador,24.81
3740,extrema,24.81
3741,ejercicios,24.8
3742,encuesta,24.79
3743,unida,24.79
3744,plenamente,24.78
3745,aniversario,24.75
3746,bretaña,24.75
3747,variable,24.75
3748,guarda,24.73
3749,alegre,24.72
3750,escenas,24.72
3751,montaje,24.72
3752,supongo,24.72
3753,tve,24.71
3754,abandono,24.67
3755,irene,24.67
3756,modificación,24.67
3757,eco,24.66
3758,new,24.66
3759,exilio,24.65
3760,provocado,24.65
3761,sesiones,24.65
3762,nubes,24.65
3763,paul,24.63
3764,entrenamiento,24.62
3765,espectacular,24.62
3766,perfecta,24.62
3767,extraordinario,24.62
3768,dices,24.61
3769,esposo,24.61
3770,capitales,24.6
3771,colombiano,24.6
3772,modificar,24.58
3773,muerta,24.58
3774,extraordinaria,24.57
3775,viviendo,24.57
3776,distinguir,24.56
3777,ocurrir,24.56
3778,lanzó,24.54
3779,decide,24.54
3780,dibujo,24.54
3781,épocas,24.54
3782,entregó,24.53
3783,físicas,24.52
3784,locura,24.5
3785,george,24.5
3786,piloto,24.49
3787,cerrada,24.48
3788,comenzado,24.47
3789,psicología,24.47
3790,convertir,24.46
3791,escritos,24.46
3792,aragón,24.45
3793,evento,24.45
3794,músculos,24.45
3795,circuito,24.44
3796,incapaz,24.44
3797,combatir,24.43
3798,estómago,24.43
3799,estudiante,24.43
3800,subida,24.41
3801,toledo,24.41
3802,ahorro,24.41
3803,retorno,24.38
3804,promover,24.37
3805,reciben,24.37
3806,máquinas,24.36
3807,sitios,24.36
3808,corriendo,24.35
3809,escapar,24.35
3810,pensamientos,24.35
3811,irán,24.35
3812,muro,24.34
3813,ocupación,24.33
3814,permanece,24.33
3815,gallego,24.33
3816,pusieron,24.33
3817,visual,24.32
3818,iniciado,24.31
3819,fiebre,24.31
3820,rock,24.3
3821,vargas,24.3
3822,territorial,24.29
3823,nacionalista,24.28
3824,bruselas,24.25
3825,contraste,24.25
3826,enfrentar,24.25
3827,pesca,24.23
3828,internos,24.22
3829,solos,24.22
3830,fiscalía,24.21
3831,selva,24.21
3832,activos,24.2
3833,votación,24.2
3834,aceptó,24.19
3835,introducir,24.19
3836,condenado,24.18
3837,novelas,24.16
3838,secuestro,24.16
3839,cantar,24.15
3840,deterioro,24.14
3841,platos,24.12
3842,ruso,24.1
3843,falso,24.1
3844,listas,24.1
3845,magnitud,24.1
3846,vázquez,24.09
3847,conductor,24.07
3848,culturas,24.07
3849,identificar,24.07
3850,instrucción,24.07
3851,reparto,24.07
